user_id,device_age_days,sim_swap_count_3m,avg_monthly_inflow,inflow_volatility,utility_bill_payment_ratio,airtime_topup_freq_pm,avg_airtime_topup_val,default_within_30_days
user_118001,610,0,96064.52,0.423,0.792,12,169.06,0
user_118002,330,0,5466.32,0.705,0.445,18,41.02,0
user_118003,35,0,9860.82,0.299,0.913,5,242.55,0
user_118004,249,0,20659.88,0.175,0.637,20,59.82,0
user_118005,795,0,20252.51,0.502,0.784,28,41.45,0
user_118006,482,0,14808.35,0.332,0.81,32,119.79,0
user_118007,462,0,47513.91,0.787,0.642,25,163.64,0
user_118008,836,0,6250.72,0.446,0.761,17,65.99,0
user_118009,899,2,14611.78,0.062,0.539,12,84.91,0
user_118010,415,0,26948.75,0.622,0.399,21,169.44,0
user_118011,648,0,5968.51,0.752,0.687,6,78.83,0
user_118012,324,1,32736.44,0.613,0.618,12,244.07,0
user_118013,147,0,17288.47,0.259,0.731,14,66.65,0
user_118014,434,0,9196.46,0.699,0.634,6,126.96,0
user_118015,709,0,17648.75,0.49,0.9,17,149.49,0
user_118016,792,0,41479.3,0.437,0.613,12,112.66,0
user_118017,623,0,68563.91,0.192,0.957,13,54.87,0
user_118018,595,0,6957.47,0.371,0.16,24,95.41,0
user_118019,781,2,37965.69,0.571,0.382,47,70.37,0
user_118020,907,0,2590.26,0.671,0.612,22,90.42,0
user_118021,41,0,2109.5,0.713,0.646,17,31.57,0
user_118022,238,0,15805.11,0.464,0.871,15,244.56,0
user_118023,194,0,11856.44,0.705,0.63,16,69.5,0
user_118024,907,0,11500.07,0.77,0.902,17,161.7,0
user_118025,323,0,5999.89,0.578,0.805,13,76.07,0
user_118026,940,0,15649.46,0.701,0.682,22,72.99,0
user_118027,548,0,2256.33,0.762,0.69,19,62.87,0
user_118028,107,0,10532.45,0.315,0.532,9,74.81,0
user_118029,463,0,8857.79,0.664,0.785,19,146.96,0
user_118030,606,0,5217.47,0.511,0.791,19,38.28,0
user_118031,643,0,12723.06,0.63,0.66,16,42.79,0
user_118032,992,0,19580.28,0.134,0.861,17,57.36,0
user_118033,898,1,27147.18,0.731,0.813,28,76.41,0
user_118034,841,0,11305.41,0.59,0.629,19,66.48,0
user_118035,828,0,6114.38,0.238,0.79,11,83.7,0
user_118036,712,0,5533.86,0.559,0.362,26,74.84,0
user_118037,106,0,14983.43,0.544,0.62,22,126.58,0
user_118038,77,0,9396.09,0.464,0.423,9,60.03,0
user_118039,796,1,7731.13,0.183,0.424,33,137.69,0
user_118040,111,0,13102.81,0.441,0.933,18,119.86,0
user_118041,924,0,14193.26,0.527,0.643,8,132.13,0
user_118042,750,0,5995.24,0.463,0.785,22,280.77,0
user_118043,238,0,9129.54,0.3,0.716,16,112.13,0
user_118044,474,0,20449.64,0.577,0.59,8,166.28,0
user_118045,625,0,9350.6,0.529,0.655,18,110.83,0
user_118046,551,0,10807.54,0.225,0.81,15,150.65,0
user_118047,58,0,17325.91,0.334,0.449,6,62.07,0
user_118048,333,1,5175.72,0.404,0.747,33,123.7,0
user_118049,494,0,32237.91,0.688,0.919,27,145.96,0
user_118050,531,0,8196.41,0.128,0.809,15,88.57,0
user_118051,475,0,19454.73,0.351,0.735,52,183.26,0
user_118052,657,0,7290.42,0.12,0.455,9,59.8,0
user_118053,519,0,17667.94,0.557,0.917,12,39.27,0
user_118054,810,0,6872.33,0.356,0.56,12,108.53,0
user_118055,457,1,22677.87,0.269,0.738,24,144.11,0
user_118056,588,0,3661.53,0.684,0.86,17,154.57,0
user_118057,388,0,7511.41,0.796,0.686,31,52.79,0
user_118058,989,0,14572.81,0.596,0.632,16,43.74,0
user_118059,120,0,17043.62,0.057,0.568,51,83.6,0
user_118060,82,0,4230.45,0.78,0.949,33,51.47,0
user_118061,759,0,7774.66,0.155,0.907,19,34.91,0
user_118062,889,0,3610.24,0.272,0.979,26,67.41,0
user_118063,618,0,28967.87,0.362,0.934,9,95.48,0
user_118064,233,0,63712.26,0.158,0.934,22,68.65,0
user_118065,585,1,7006.96,0.37,0.828,12,56.19,0
user_118066,185,1,11899.02,0.726,0.506,18,163.62,0
user_118067,31,0,12594.3,0.247,0.527,21,80.35,0
user_118068,386,0,4694.99,0.249,0.943,29,105.24,0
user_118069,854,0,18521.77,0.493,0.814,10,190.57,0
user_118070,598,0,12909.3,0.552,0.802,9,218.64,0
user_118071,831,0,12818.66,0.496,0.503,17,132.0,0
user_118072,87,0,2905.51,0.108,0.674,13,52.15,0
user_118073,283,0,3249.41,0.71,0.856,15,36.29,0
user_118074,209,0,51985.43,0.6,0.878,18,74.01,0
user_118075,522,1,44129.03,0.479,0.557,14,66.89,0
user_118076,698,0,2275.94,0.385,0.685,10,246.81,0
user_118077,64,0,13662.91,0.781,0.778,47,26.08,0
user_118078,104,0,3005.71,0.678,0.854,14,66.58,0
user_118079,973,0,25636.21,0.246,0.712,20,89.32,0
user_118080,318,0,2757.64,0.52,0.678,24,78.15,0
user_118081,400,1,13954.74,0.225,0.948,24,72.23,0
user_118082,616,0,16485.0,0.478,0.731,27,76.66,0
user_118083,358,1,3514.81,0.599,0.625,23,138.14,0
user_118084,619,0,15534.78,0.399,0.543,26,86.14,0
user_118085,796,0,44626.53,0.276,0.577,9,130.19,0
user_118086,806,0,3536.17,0.306,0.21,23,110.12,0
user_118087,333,1,19311.91,0.696,0.627,7,69.98,0
user_118088,608,2,6746.43,0.103,0.417,21,60.87,0
user_118089,250,0,6795.15,0.734,0.633,36,126.63,0
user_118090,193,0,13783.08,0.244,0.592,8,131.77,0
user_118091,509,0,41433.66,0.512,0.766,7,82.63,0
user_118092,484,0,5934.55,0.427,0.694,11,95.96,0
user_118093,404,0,77160.83,0.286,0.986,17,47.45,0
user_118094,249,0,3438.61,0.724,0.9,38,105.71,0
user_118095,713,1,44245.96,0.671,0.752,4,74.37,0
user_118096,283,0,2270.08,0.464,0.917,14,80.3,0
user_118097,751,0,4654.21,0.356,0.694,13,126.93,0
user_118098,217,0,58188.82,0.557,0.921,24,74.6,0
user_118099,220,0,6641.14,0.139,0.735,19,199.03,0
user_118100,418,3,2106.91,0.76,0.603,16,93.87,0
user_118101,244,0,34450.95,0.717,0.908,37,271.6,0
user_118102,404,1,38796.44,0.433,0.886,25,42.61,0
user_118103,115,1,22462.88,0.676,0.343,20,122.68,0
user_118104,503,1,44090.46,0.739,0.417,17,105.3,0
user_118105,647,0,6631.98,0.149,0.955,30,103.65,0
user_118106,873,0,17547.35,0.248,0.655,19,77.81,0
user_118107,837,0,22342.23,0.208,0.696,15,121.99,0
user_118108,560,0,56518.28,0.549,0.646,37,60.94,0
user_118109,76,0,36262.91,0.787,0.833,29,109.68,0
user_118110,94,0,2913.19,0.074,0.821,15,83.27,0
user_118111,992,0,8211.15,0.796,0.73,33,131.69,0
user_118112,504,0,16322.42,0.137,0.62,11,86.44,0
user_118113,175,0,31005.34,0.518,0.904,36,24.69,0
user_118114,975,0,6920.48,0.559,0.95,15,104.54,0
user_118115,827,0,2121.27,0.078,0.805,20,153.13,0
user_118116,411,0,5104.59,0.3,0.381,23,82.3,0
user_118117,95,0,10309.63,0.401,0.772,12,135.18,0
user_118118,546,0,2946.46,0.73,0.786,10,149.08,0
user_118119,122,0,2648.75,0.577,0.658,23,115.55,0
user_118120,894,0,9702.9,0.521,0.508,10,55.85,0
user_118121,455,0,17656.56,0.147,0.636,15,189.12,0
user_118122,497,0,20594.27,0.267,0.753,14,53.17,0
user_118123,123,2,13415.06,0.38,0.673,9,122.32,0
user_118124,647,0,10587.15,0.276,0.745,21,45.32,0
user_118125,162,0,2285.45,0.378,0.912,18,47.4,0
user_118126,463,1,6569.16,0.74,0.889,13,99.36,0
user_118127,370,0,18624.25,0.504,0.827,9,82.89,0
user_118128,343,0,10955.43,0.439,0.739,13,232.51,0
user_118129,620,0,6600.4,0.453,0.375,6,64.42,0
user_118130,241,0,5909.12,0.63,0.858,21,57.28,0
user_118131,549,0,2261.24,0.781,0.887,15,49.23,0
user_118132,188,0,28150.03,0.786,0.655,19,255.18,0
user_118133,297,0,33562.08,0.544,0.838,16,80.34,0
user_118134,690,0,8827.83,0.326,0.646,13,135.85,0
user_118135,891,0,20122.65,0.493,0.978,12,105.03,0
user_118136,987,0,3007.52,0.101,0.641,7,59.48,0
user_118137,632,0,34937.44,0.171,0.522,19,74.56,0
user_118138,777,0,37592.47,0.718,0.398,9,100.3,0
user_118139,503,0,4559.01,0.611,0.566,21,75.91,0
user_118140,830,0,24753.37,0.233,0.881,15,34.34,0
user_118141,439,0,11615.31,0.359,0.893,8,130.39,0
user_118142,503,0,19139.41,0.097,0.815,29,244.91,0
user_118143,385,0,11656.43,0.698,0.352,28,94.57,0
user_118144,709,0,3228.92,0.276,0.629,15,99.26,0
user_118145,222,1,29492.58,0.46,0.99,14,106.83,0
user_118146,728,0,3344.57,0.79,0.829,19,61.85,0
user_118147,300,0,8697.87,0.185,0.354,21,94.66,0
user_118148,143,0,65986.78,0.712,0.783,28,81.44,0
user_118149,926,0,10344.78,0.244,0.872,14,87.36,0
user_118150,552,0,27746.23,0.136,0.81,23,96.99,0
user_118151,84,1,4775.51,0.067,0.644,33,79.72,0
user_118152,799,0,28585.11,0.68,0.823,13,190.45,0
user_118153,94,1,11276.56,0.051,0.581,20,57.53,0
user_118154,713,0,12698.12,0.764,0.35,25,91.54,0
user_118155,301,0,53940.3,0.188,0.62,33,172.53,0
user_118156,531,1,34591.45,0.659,0.674,15,46.22,0
user_118157,691,0,8410.41,0.696,0.58,13,60.8,0
user_118158,391,0,46759.24,0.114,0.929,32,152.7,0
user_118159,175,0,3632.52,0.337,0.6,12,219.13,0
user_118160,972,2,2398.02,0.258,0.468,23,138.25,0
user_118161,238,0,13409.78,0.062,0.571,13,65.19,0
user_118162,315,0,24038.44,0.368,0.275,27,120.57,0
user_118163,39,0,5745.01,0.414,0.742,45,106.45,0
user_118164,768,0,3255.53,0.56,0.96,50,41.24,0
user_118165,215,0,30014.23,0.233,0.699,56,50.36,0
user_118166,603,0,66373.89,0.685,0.716,10,94.29,0
user_118167,626,0,19778.06,0.41,0.926,21,76.13,0
user_118168,493,0,57492.57,0.553,0.634,22,38.1,0
user_118169,163,0,28817.38,0.401,0.653,5,85.8,0
user_118170,864,3,6352.32,0.111,0.802,19,82.54,0
user_118171,838,0,3744.33,0.799,0.477,22,92.5,0
user_118172,200,0,26826.14,0.634,0.398,24,116.85,0
user_118173,242,0,18164.44,0.786,0.752,18,101.45,0
user_118174,559,0,27140.78,0.667,0.93,17,69.01,0
user_118175,855,0,21007.35,0.393,0.856,21,175.1,0
user_118176,531,0,12552.75,0.568,0.551,15,59.76,0
user_118177,601,0,44408.77,0.677,0.814,20,41.63,0
user_118178,629,2,23009.53,0.533,0.77,27,100.42,0
user_118179,56,0,2128.41,0.538,0.682,16,105.65,0
user_118180,97,1,20274.1,0.201,0.654,14,187.54,0
user_118181,819,1,13783.59,0.132,0.768,15,70.77,0
user_118182,437,0,4232.7,0.601,0.6,27,141.68,0
user_118183,581,0,10567.31,0.474,0.768,15,98.61,0
user_118184,138,0,13140.37,0.599,0.358,15,144.35,0
user_118185,103,0,11479.5,0.487,0.895,30,97.32,0
user_118186,607,1,10547.45,0.059,0.56,17,49.03,0
user_118187,709,0,16961.84,0.78,0.431,21,77.55,0
user_118188,291,0,18120.48,0.142,0.579,14,118.37,0
user_118189,397,0,19936.42,0.583,0.665,19,103.63,0
user_118190,815,0,23496.87,0.511,0.773,17,51.51,0
user_118191,878,0,28859.85,0.236,0.961,18,64.67,0
user_118192,899,0,14805.63,0.671,0.562,32,78.64,0
user_118193,266,0,3135.87,0.246,0.94,33,81.3,0
user_118194,756,1,8806.32,0.103,0.927,28,142.59,0
user_118195,395,0,2056.98,0.57,0.701,24,105.82,0
user_118196,315,0,15565.7,0.295,0.584,26,41.95,0
user_118197,407,0,57366.64,0.172,0.772,14,74.43,0
user_118198,690,0,28324.32,0.182,0.517,19,155.51,0
user_118199,859,0,11989.8,0.062,0.517,37,32.49,0
user_118200,935,2,20475.02,0.278,0.603,17,61.59,0
user_118201,405,0,22314.85,0.257,0.872,25,132.24,0
user_118202,648,0,15551.97,0.411,0.739,20,104.04,0
user_118203,682,0,34518.62,0.41,0.979,10,99.47,0
user_118204,105,0,7825.6,0.559,0.942,27,106.78,0
user_118205,38,0,18784.52,0.434,0.759,17,56.83,0
user_118206,225,0,3002.49,0.66,0.614,24,92.7,0
user_118207,836,0,4231.85,0.706,0.673,22,283.5,0
user_118208,821,1,43820.4,0.464,0.513,25,74.67,0
user_118209,922,0,13748.49,0.686,0.632,18,60.94,0
user_118210,659,0,23059.75,0.793,0.801,16,117.86,0
user_118211,319,0,32521.33,0.546,0.648,26,76.88,0
user_118212,90,0,42802.42,0.193,0.919,16,63.37,0
user_118213,966,0,3410.57,0.45,0.503,22,108.61,0
user_118214,418,0,20151.22,0.096,0.711,27,384.67,0
user_118215,876,0,16907.48,0.635,0.477,27,86.67,0
user_118216,847,1,15749.45,0.082,0.926,12,87.85,0
user_118217,929,0,4357.35,0.412,0.723,27,82.64,0
user_118218,592,0,24254.87,0.748,0.498,32,45.33,0
user_118219,593,0,7687.76,0.686,0.354,13,82.83,0
user_118220,663,0,5769.31,0.087,0.959,12,80.0,0
user_118221,708,0,20427.67,0.337,0.689,14,34.77,0
user_118222,37,0,5637.9,0.294,0.593,19,160.25,0
user_118223,398,0,12359.27,0.103,0.828,14,77.21,0
user_118224,74,1,7730.39,0.133,0.66,15,71.38,0
user_118225,373,0,28014.63,0.474,0.827,20,49.93,0
user_118226,786,0,48309.39,0.294,0.636,9,69.3,0
user_118227,825,0,28111.99,0.082,0.631,16,109.83,0
user_118228,404,0,9584.65,0.689,0.714,14,30.86,0
user_118229,648,0,4665.21,0.459,0.891,7,117.31,0
user_118230,56,3,19978.41,0.577,0.888,41,91.19,0
user_118231,222,0,37103.75,0.572,0.786,37,113.72,0
user_118232,959,1,9699.1,0.11,0.805,26,137.68,0
user_118233,878,0,2624.42,0.053,0.947,23,51.06,0
user_118234,386,0,3991.87,0.684,0.648,11,45.51,0
user_118235,91,0,9235.12,0.779,0.889,11,35.82,0
user_118236,91,0,12375.53,0.469,0.868,16,170.15,0
user_118237,451,0,7149.29,0.437,0.751,19,37.45,0
user_118238,823,1,12026.74,0.14,0.576,21,45.92,0
user_118239,662,2,49839.89,0.469,0.806,44,69.89,0
user_118240,821,0,3202.6,0.066,0.536,17,298.8,0
user_118241,580,0,26407.12,0.643,0.833,23,110.16,0
user_118242,409,0,11113.56,0.439,0.846,6,91.61,0
user_118243,306,2,17906.4,0.588,0.78,14,61.22,0
user_118244,635,0,54288.22,0.408,0.554,21,27.15,0
user_118245,460,0,11230.46,0.605,0.887,4,52.34,0
user_118246,144,0,3514.42,0.463,0.89,13,70.49,0
user_118247,717,0,28396.27,0.45,0.851,30,190.66,0
user_118248,150,0,6612.42,0.328,0.794,29,51.08,0
user_118249,554,0,37341.74,0.264,0.489,25,44.18,0
user_118250,928,1,3282.37,0.624,0.73,23,91.51,0
user_118251,445,0,5881.26,0.583,0.911,20,59.82,0
user_118252,192,0,53662.78,0.726,0.902,18,245.11,0
user_118253,816,0,33836.39,0.64,0.902,22,56.68,0
user_118254,939,0,5704.36,0.105,0.756,27,42.85,0
user_118255,717,1,24472.81,0.766,0.746,7,101.01,0
user_118256,366,0,3353.67,0.612,0.762,29,43.25,0
user_118257,408,0,4577.04,0.309,0.773,30,116.66,0
user_118258,353,0,5018.5,0.534,0.742,27,70.08,0
user_118259,202,0,2662.18,0.623,0.926,7,63.49,0
user_118260,816,0,11941.7,0.152,0.81,21,176.17,0
user_118261,93,0,9430.42,0.775,0.447,27,62.75,0
user_118262,130,0,15359.06,0.538,0.869,29,132.12,0
user_118263,351,0,19505.94,0.065,0.726,43,120.43,0
user_118264,95,1,15570.64,0.465,0.643,20,93.05,0
user_118265,872,0,6895.75,0.196,0.657,25,165.6,0
user_118266,586,0,3293.79,0.238,0.868,17,88.54,0
user_118267,628,0,21752.59,0.102,0.818,39,181.08,0
user_118268,487,1,7546.81,0.363,0.798,20,28.72,0
user_118269,608,1,6256.47,0.248,0.469,20,51.06,0
user_118270,482,0,19592.28,0.677,0.706,41,107.64,0
user_118271,288,0,10747.62,0.695,0.826,32,117.47,0
user_118272,963,0,5432.16,0.07,0.813,17,138.6,0
user_118273,746,1,23821.57,0.629,0.86,28,54.21,0
user_118274,455,0,26627.81,0.079,0.645,41,103.17,0
user_118275,965,1,65285.28,0.385,0.804,26,69.64,0
user_118276,207,0,11466.32,0.128,0.636,16,89.77,0
user_118277,960,0,2560.42,0.471,0.923,19,126.59,0
user_118278,309,0,12924.04,0.767,0.775,10,186.45,0
user_118279,373,1,2352.95,0.223,0.522,16,143.61,0
user_118280,46,0,46228.51,0.68,0.688,20,100.63,0
user_118281,325,0,4882.18,0.638,0.739,38,216.9,0
user_118282,231,1,40933.49,0.62,0.778,27,28.22,0
user_118283,991,0,46942.05,0.25,0.722,10,37.23,0
user_118284,713,0,24405.3,0.515,0.61,12,87.0,0
user_118285,948,0,3370.34,0.114,0.652,21,46.16,0
user_118286,803,0,14259.07,0.413,0.835,9,85.98,0
user_118287,223,0,8560.46,0.74,0.968,12,89.15,0
user_118288,178,0,27739.77,0.434,0.97,34,64.45,0
user_118289,404,0,7397.65,0.075,0.648,17,121.41,0
user_118290,917,0,11001.8,0.574,0.946,42,80.78,0
user_118291,64,0,14788.88,0.704,0.655,23,85.73,0
user_118292,398,2,2539.41,0.198,0.682,28,50.04,0
user_118293,58,0,16081.15,0.168,0.683,27,91.46,0
user_118294,804,0,8329.96,0.071,0.531,22,163.14,0
user_118295,250,1,13299.1,0.622,0.942,16,105.07,0
user_118296,82,0,4000.05,0.734,0.61,24,58.49,0
user_118297,962,2,8138.05,0.417,0.939,22,39.4,0
user_118298,820,0,15076.89,0.258,0.473,29,140.34,0
user_118299,382,0,14714.77,0.744,0.633,15,59.39,0
user_118300,421,0,4578.95,0.199,0.838,19,77.96,0
user_118301,105,1,10034.39,0.368,0.974,8,159.62,0
user_118302,523,0,12994.0,0.728,0.908,31,119.25,0
user_118303,717,0,3270.71,0.791,0.96,39,109.55,0
user_118304,551,0,15720.83,0.248,0.728,20,139.89,0
user_118305,146,1,5954.0,0.764,0.81,33,55.63,0
user_118306,309,0,39924.93,0.411,0.799,25,167.09,0
user_118307,759,0,6690.77,0.527,0.728,10,36.5,0
user_118308,204,0,25222.31,0.62,0.725,18,111.91,0
user_118309,775,0,15089.86,0.329,0.968,12,216.43,0
user_118310,978,0,19344.27,0.676,0.622,36,48.76,0
user_118311,793,0,36805.44,0.742,0.921,16,139.8,0
user_118312,324,0,30239.71,0.621,0.421,25,34.85,0
user_118313,480,0,4050.1,0.138,0.255,12,95.47,0
user_118314,863,0,42713.54,0.09,0.887,21,148.84,0
user_118315,547,1,4239.23,0.276,0.652,47,160.7,0
user_118316,50,0,7705.5,0.63,0.812,8,43.3,0
user_118317,102,0,13107.78,0.694,0.977,20,78.08,0
user_118318,871,0,42624.39,0.357,0.821,15,169.32,0
user_118319,65,0,16800.13,0.142,0.698,36,187.79,0
user_118320,536,0,33185.76,0.61,0.362,18,66.31,0
user_118321,928,0,44637.69,0.681,0.615,30,117.61,0
user_118322,262,0,22703.77,0.132,0.683,27,120.79,0
user_118323,757,0,11864.01,0.369,0.834,32,119.19,0
user_118324,526,2,9365.69,0.532,0.875,10,124.27,0
user_118325,235,0,6827.25,0.615,0.634,27,81.13,0
user_118326,455,0,12596.3,0.763,0.658,26,93.3,0
user_118327,970,0,2738.42,0.2,0.965,9,48.4,0
user_118328,73,0,5884.45,0.732,0.681,24,279.31,0
user_118329,120,0,8655.24,0.686,0.865,37,72.41,0
user_118330,958,0,30798.73,0.427,0.818,7,126.73,0
user_118331,857,0,9076.62,0.494,0.386,9,123.62,0
user_118332,499,0,6107.16,0.575,0.734,15,95.94,0
user_118333,634,0,24896.62,0.722,0.931,20,146.49,0
user_118334,496,0,45012.49,0.466,0.716,33,143.49,0
user_118335,880,0,24360.43,0.213,0.614,31,85.6,0
user_118336,483,0,4016.18,0.371,0.681,19,35.01,0
user_118337,624,0,7792.23,0.299,0.854,14,74.87,0
user_118338,362,0,15853.21,0.762,0.353,21,123.45,0
user_118339,536,1,5272.63,0.126,0.599,14,45.44,0
user_118340,823,0,17182.97,0.399,0.747,21,24.49,0
user_118341,499,0,6038.36,0.791,0.882,40,129.3,0
user_118342,50,0,13736.6,0.428,0.903,13,34.97,0
user_118343,257,0,20401.53,0.377,0.848,51,66.98,0
user_118344,405,0,25183.76,0.548,0.528,10,46.03,0
user_118345,159,0,26183.52,0.219,0.748,21,85.64,0
user_118346,716,0,24358.62,0.685,0.382,25,31.52,0
user_118347,649,0,4211.87,0.407,0.364,9,31.36,0
user_118348,443,0,70095.35,0.36,0.547,26,45.89,0
user_118349,824,0,24186.2,0.368,0.859,10,81.12,0
user_118350,100,0,3649.45,0.562,0.935,26,72.19,0
user_118351,433,0,19938.44,0.543,0.778,15,147.65,0
user_118352,591,0,11523.21,0.434,0.729,39,32.31,0
user_118353,636,0,10378.33,0.497,0.897,13,62.79,0
user_118354,820,0,18933.62,0.7,0.74,36,184.6,0
user_118355,426,0,4756.96,0.656,0.427,8,85.68,0
user_118356,366,0,114026.6,0.441,0.606,15,45.24,0
user_118357,673,0,13794.89,0.749,0.7,7,128.9,0
user_118358,534,0,15544.52,0.395,0.516,41,92.62,0
user_118359,939,0,10305.82,0.281,0.758,32,210.3,0
user_118360,305,0,15968.07,0.169,0.901,20,125.88,0
user_118361,921,0,18360.2,0.218,0.723,49,75.51,0
user_118362,42,0,8358.15,0.558,0.685,5,83.08,0
user_118363,32,0,11300.81,0.483,0.632,5,39.64,0
user_118364,253,0,6427.58,0.148,0.591,5,49.93,0
user_118365,204,0,24172.99,0.409,0.488,8,92.9,0
user_118366,928,0,22055.37,0.165,0.676,13,25.87,0
user_118367,414,1,26984.88,0.354,0.875,18,52.53,0
user_118368,631,0,20201.9,0.232,0.874,42,158.7,0
user_118369,949,0,2304.6,0.416,0.901,22,33.43,0
user_118370,270,0,5182.09,0.697,0.666,40,75.9,0
user_118371,576,0,9380.37,0.273,0.496,12,94.3,0
user_118372,43,1,6002.22,0.78,0.774,21,119.02,0
user_118373,224,0,13379.65,0.424,0.45,18,206.78,0
user_118374,426,0,36259.34,0.181,0.614,21,183.38,0
user_118375,460,0,22094.14,0.55,0.972,21,162.11,0
user_118376,335,0,6649.87,0.7,0.561,11,232.58,0
user_118377,363,0,9601.74,0.409,0.876,12,100.05,0
user_118378,754,0,2800.26,0.718,0.759,29,137.03,0
user_118379,439,0,2093.87,0.629,0.872,24,82.44,0
user_118380,32,1,10304.28,0.136,0.823,37,99.76,0
user_118381,720,0,21525.78,0.691,0.918,9,176.79,0
user_118382,581,0,31578.54,0.136,0.761,17,122.71,0
user_118383,481,3,10470.68,0.339,0.687,36,153.81,0
user_118384,705,0,4981.41,0.748,0.831,3,78.44,0
user_118385,848,0,6544.47,0.252,0.61,10,187.14,0
user_118386,776,0,10844.71,0.057,0.482,22,95.55,0
user_118387,798,0,17729.7,0.37,0.838,32,73.17,0
user_118388,901,0,13740.54,0.756,0.217,28,387.01,0
user_118389,524,0,29546.48,0.368,0.619,38,209.98,0
user_118390,446,0,2280.42,0.131,0.79,12,110.4,0
user_118391,420,0,74664.35,0.365,0.686,16,194.38,0
user_118392,402,2,41719.76,0.79,0.764,23,56.07,0
user_118393,657,0,4431.35,0.201,0.703,16,92.49,0
user_118394,81,0,2740.49,0.735,0.715,20,53.23,0
user_118395,405,0,16421.52,0.139,0.402,19,89.82,0
user_118396,424,0,21169.88,0.131,0.62,19,58.51,0
user_118397,952,0,11673.23,0.086,0.553,33,66.65,0
user_118398,171,0,6891.47,0.171,0.541,25,39.0,0
user_118399,115,0,17289.55,0.756,0.394,27,188.91,0
user_118400,493,2,17152.29,0.666,0.403,32,30.27,1
user_118401,75,1,4408.38,0.3,0.623,28,240.65,0
user_118402,873,2,26103.08,0.154,0.616,18,114.11,0
user_118403,267,0,22765.1,0.471,0.948,20,198.76,0
user_118404,39,0,3329.62,0.143,0.884,17,132.05,0
user_118405,693,1,11311.37,0.556,0.784,21,105.03,0
user_118406,602,0,9498.55,0.712,0.631,19,104.76,0
user_118407,559,0,11311.62,0.442,0.895,16,29.37,0
user_118408,627,0,11278.76,0.224,0.746,23,90.7,0
user_118409,678,1,13136.59,0.286,0.679,23,61.28,0
user_118410,942,0,6869.43,0.336,0.619,29,100.65,0
user_118411,771,0,11512.85,0.77,0.66,22,128.19,0
user_118412,669,0,3571.99,0.695,0.642,10,106.25,0
user_118413,645,0,4916.3,0.459,0.681,24,155.93,0
user_118414,727,0,3382.26,0.563,0.879,14,105.87,0
user_118415,938,0,5090.14,0.123,0.345,20,201.1,0
user_118416,207,0,2065.1,0.187,0.616,14,201.65,0
user_118417,898,0,2578.47,0.463,0.612,13,188.93,0
user_118418,35,0,25891.25,0.145,0.587,13,183.8,0
user_118419,882,0,5330.8,0.065,0.884,18,118.85,0
user_118420,336,0,13009.22,0.129,0.613,26,44.98,0
user_118421,577,0,8939.33,0.128,0.812,5,45.03,0
user_118422,356,0,7985.44,0.606,0.39,18,205.71,0
user_118423,385,0,31184.28,0.687,0.813,24,108.81,0
user_118424,822,0,11989.63,0.66,0.706,14,61.27,0
user_118425,424,1,12910.03,0.793,0.683,7,81.95,0
user_118426,329,0,11217.99,0.714,0.684,22,79.0,0
user_118427,555,0,6698.86,0.37,0.651,24,238.12,0
user_118428,778,1,19244.71,0.387,0.853,32,40.09,0
user_118429,314,0,2724.93,0.281,0.639,14,67.15,0
user_118430,359,0,6958.29,0.214,0.483,27,102.14,0
user_118431,79,0,18249.19,0.644,0.963,20,66.12,0
user_118432,802,0,2509.82,0.528,0.679,23,92.15,0
user_118433,997,0,2390.66,0.155,0.618,45,207.33,0
user_118434,651,0,8996.51,0.576,0.454,11,91.06,0
user_118435,738,0,6338.82,0.195,0.728,41,71.89,0
user_118436,407,0,20107.7,0.36,0.922,10,130.16,0
user_118437,793,0,23155.3,0.719,0.746,32,72.52,0
user_118438,629,0,2553.69,0.098,0.833,25,124.45,0
user_118439,854,0,10601.0,0.329,0.756,10,116.21,0
user_118440,567,0,45027.21,0.067,0.548,13,70.12,0
user_118441,803,0,7630.5,0.385,0.791,16,47.68,0
user_118442,173,0,5290.22,0.558,0.722,32,79.51,0
user_118443,89,0,13050.15,0.05,0.638,11,93.96,0
user_118444,897,0,10992.52,0.542,0.958,24,42.74,0
user_118445,809,3,5717.5,0.536,0.933,9,46.24,0
user_118446,104,0,5857.67,0.73,0.845,35,46.2,0
user_118447,32,0,19409.24,0.382,0.506,15,69.43,0
user_118448,604,1,7849.49,0.169,0.721,24,203.52,0
user_118449,777,0,66060.69,0.562,0.836,16,136.71,0
user_118450,477,1,7133.12,0.339,0.893,17,168.89,0
user_118451,987,0,13907.42,0.18,0.384,50,128.66,0
user_118452,770,2,3139.04,0.521,0.84,3,82.98,0
user_118453,931,0,13609.65,0.136,0.669,7,100.85,0
user_118454,304,0,11259.73,0.169,0.602,10,105.01,0
user_118455,559,2,8446.69,0.6,0.765,13,121.34,0
user_118456,621,0,10421.91,0.567,0.848,15,65.5,0
user_118457,244,1,4948.74,0.499,0.949,18,51.09,0
user_118458,712,0,27741.2,0.64,0.43,28,71.72,0
user_118459,514,0,40225.79,0.163,0.897,23,106.75,0
user_118460,358,0,29255.83,0.108,0.936,12,77.81,0
user_118461,284,2,26511.4,0.794,0.903,23,113.43,0
user_118462,416,0,13923.85,0.436,0.945,19,105.51,0
user_118463,155,0,8089.05,0.777,0.833,9,98.06,0
